DATASET,NLME_RESULT_ID,NLME_CURVE_ID,COSMIC_ID,CELL_LINE_NAME,SANGER_MODEL_ID,TCGA_DESC,DRUG_ID,DRUG_NAME,PUTATIVE_TARGET,PATHWAY_NAME,COMPANY_ID,WEBRELEASE,MIN_CONC,MAX_CONC,LN_IC50,AUC,RMSE,Z_SCORE,IC50_uM,sensitivity,outliers
GDSC2,343,16122229,949178,NB14,SIDM00256,NB,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,2.870521,0.728149,0.118656,-1.617882,17.646209480440127,Low,False
GDSC2,343,16122664,971773,RH-1,SIDM00427,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.337417,0.897368,0.140438,-0.376993,76.50965943609788,Low,False
GDSC2,343,16122958,971777,MZ2-MEL,SIDM00179,SKCM,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.896033,0.811628,0.143817,-0.750372,49.206857801782604,Low,False
GDSC2,343,16123137,998184,Jurkat,SIDM01016,ALL,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.104801,0.87135,0.163997,-0.573769,60.63067784211806,Low,False
GDSC2,343,16123416,998189,LS-180,SIDM00680,COREAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.920149,0.791155,0.144106,-0.729972,50.40795500383534,Low,False
GDSC2,343,16123699,1240121,BICR22,SIDM00485,HNSC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.101995,0.840999,0.149284,-0.576143,60.460786628936916,Low,False
GDSC2,343,16123981,1240122,BICR78,SIDM00501,HNSC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.224884,0.880306,0.084417,0.37374,185.8396118805987,Low,False
GDSC2,343,16124263,1240123,CCK-81,SIDM00487,COREAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.942719,0.824264,0.152968,-0.710879,51.55859871770208,Low,False
GDSC2,343,16124547,1240125,COLO-783,SIDM00955,SKCM,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.370147,0.846926,0.103016,-0.349305,79.05525196749308,Low,False
GDSC2,343,16124725,1240127,EN,SIDM01045,UCEC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.639514,0.906765,0.076437,0.724489,281.32596082890103,Low,False
GDSC2,343,16125006,1240128,ES-2,SIDM00861,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.933478,0.882649,0.151397,0.127232,138.86163420780903,Low,False
GDSC2,343,16125449,1240130,G-MEL,SIDM00129,SKCM,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.590507,0.814947,0.126941,-1.008826,36.25245126072481,Low,False
GDSC2,343,16125704,1240131,NCI-H2591,SIDM00101,MESO,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.224398,0.90844,0.04861,1.219258,504.91898971432767,Low,False
GDSC2,343,16125985,1240132,NCI-H2595,SIDM00100,MESO,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.33631,0.944268,0.094283,1.313928,564.7086870283043,Low,False
GDSC2,343,16126267,1240134,NCI-H2731,SIDM00098,MESO,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.619888,0.905132,0.109043,0.707886,275.85848535417375,Low,False
GDSC2,343,16126550,1240135,NCI-H2803,SIDM00309,MESO,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.995106,0.936322,0.05869,1.025294,401.4592364146606,Low,False
GDSC2,343,16126807,1240136,NCI-H2804,SIDM00310,MESO,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.431492,0.880697,0.069428,0.548517,228.4898981619263,Low,False
GDSC2,343,16127064,1240137,NCI-H2810,SIDM00311,MESO,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.425656,0.915657,0.096331,0.543579,227.1603146147208,Low,False
GDSC2,343,16127321,1240138,NCI-H2869,SIDM00519,MESO,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.093928,0.924218,0.05758,1.10889,443.1587242982066,Low,False
GDSC2,343,16127577,1240139,NCI-H290,SIDM00518,MESO,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.35793,0.853473,0.125529,-0.359641,78.09530970119916,Low,False
GDSC2,343,16127755,1240140,NCI-H3118,SIDM00517,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.929875,0.798172,0.127565,-0.721744,50.90061469468697,Low,False
GDSC2,343,16128036,1240141,NCI-H513,SIDM00114,MESO,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,7.755093,0.954483,0.040852,2.514117,2333.4263433252436,Low,False
GDSC2,343,16128317,1240142,HARA,SIDM00598,LUSC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.220033,0.837215,0.153972,-0.476291,68.03572943144586,Low,False
GDSC2,343,16128598,1240143,HCC-15,SIDM01072,LUSC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.24549,0.944691,0.063867,1.237101,515.6818471344518,Low,False
GDSC2,343,16128879,1240144,HCC-366,SIDM01070,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.708405,0.944653,0.090995,1.628694,819.2628725020953,Low,False
GDSC2,343,16129134,1240145,HCC-44,SIDM01069,LUAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.42234,0.851569,0.151015,-0.305154,83.29095834464701,Low,False
GDSC2,343,16129406,1240146,HCC-827,SIDM01067,LUAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.333646,0.802065,0.184811,-0.380183,76.22168482774877,Low,False
GDSC2,343,16129687,1240147,Hep3B2-1-7,SIDM00672,LIHC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.780175,0.824698,0.088714,-0.84838,43.823710213849964,Low,False
GDSC2,343,16130114,1240150,Hs-683,SIDM00666,LGG,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.067067,0.908745,0.082105,0.240239,158.70815302003248,Low,False
GDSC2,343,16130292,1240151,Hs-746T,SIDM00665,STAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.371983,0.87888,0.094865,0.498177,215.28936350181763,Low,False
GDSC2,343,16130573,1240153,IGR-37,SIDM01066,SKCM,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.521909,0.872761,0.156224,-0.220926,92.01107957859267,Low,False
GDSC2,343,16130854,1240154,IHH-4,SIDM00600,THCA,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.184586,0.846885,0.155307,-0.506277,65.66630943638299,Low,False
GDSC2,343,16131136,1240155,IM-95,SIDM00602,STAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.543098,0.77731,0.120623,-1.04893,34.57386327736677,Low,False
GDSC2,343,16131417,1240157,JHH-2,SIDM00617,LIHC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.319954,0.894533,0.11844,0.454164,204.37448055063118,Low,False
GDSC2,343,16131699,1240158,JHH-4,SIDM00616,LIHC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.891655,0.95137,0.065689,1.783711,984.0286377173016,Low,False
GDSC2,343,16131980,1240159,JHH-6,SIDM00615,LIHC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.052862,0.906924,0.062496,1.074151,425.3285801592477,Low,False
GDSC2,343,16132261,1240160,JHH-7,SIDM00614,LIHC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.784597,0.850104,0.129569,0.001289,119.65313315351978,Low,False
GDSC2,343,16132544,1240161,JHU-011,SIDM00128,HNSC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.647189,0.880358,0.119694,-0.114948,104.29140999644822,Low,False
GDSC2,343,16132722,1240162,JHU-022,SIDM00127,HNSC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.535555,0.867097,0.137291,0.636546,253.5484679944156,Low,False
GDSC2,343,16133004,1240166,KYM-1,SIDM00552,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.972104,0.83664,0.12861,-0.686021,53.09612765124039,Low,False
GDSC2,343,16133286,1240167,KYSE-220,SIDM00551,ESCA,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.574258,0.77705,0.098304,-1.022571,35.66814523066739,Low,False
GDSC2,343,16133567,1240168,LN-18,SIDM00685,GBM,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.225755,0.911373,0.065471,0.374477,186.00154869579208,Low,False
GDSC2,343,16133848,1240169,LN-229,SIDM00684,GBM,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.935692,0.929727,0.096993,0.975034,378.3016903847493,Low,False
GDSC2,343,16134228,1240172,MDA-MB-436,SIDM00629,BRCA,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.570104,0.904577,0.123796,0.665772,262.46139380589267,Low,False
GDSC2,343,16134513,1240173,MDST8,SIDM00527,COREAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.122595,0.906493,0.117666,0.287212,167.77016881322686,Low,False
GDSC2,343,16134786,1240174,MFE-319,SIDM00333,UCEC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.830685,0.884821,0.087458,0.040277,125.2967595455789,Low,False
GDSC2,343,16135068,1240178,ML-1,SIDM00442,THCA,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.955867,0.83978,0.078073,0.146171,142.00567193389548,Low,False
GDSC2,343,16135247,1240179,MS751,SIDM00638,CESC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.633309,0.894072,0.105011,-0.12669,102.85384500609152,Low,False
GDSC2,343,16135522,1240181,NB(TU)1-10,SIDM00579,NB,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.066118,0.736675,0.131278,-1.452421,21.458439116401063,Low,False
GDSC2,343,16135799,1240182,NCI-H1836,SIDM00770,SCLC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.489926,0.892403,0.065438,0.597948,242.2392804879304,Low,False
GDSC2,343,16135962,1240183,NCI-H1869,SIDM00768,LUSC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.607853,0.940605,0.054875,1.543634,740.8906177295936,Low,False
GDSC2,343,16136218,1240184,NCI-H1915,SIDM00763,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.57482,0.825868,0.107689,-0.176167,97.01057566164862,Low,False
GDSC2,343,16136499,1240185,NCI-H1944,SIDM00762,LUAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.146234,0.801422,0.106252,-0.53872,63.19555712331379,Low,False
GDSC2,343,16136780,1240186,NCI-H196,SIDM00761,SCLC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,7.50474,0.983296,0.011862,2.302337,1816.6328788172004,Low,False
GDSC2,343,16137061,1240187,NCI-H2023,SIDM00753,LUAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.850768,0.854514,0.143681,0.057266,127.83853214725043,Low,False
GDSC2,343,16137341,1240189,NCI-H211,SIDM00704,SCLC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.415608,0.881744,0.139931,-0.310849,82.7321267507268,Low,False
GDSC2,343,16137612,1240190,NCI-H3122,SIDM00137,LUAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.142729,0.879763,0.101379,0.304243,171.1822879295458,Low,False
GDSC2,343,16137895,1240191,NCI-H647,SIDM01125,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.585346,0.769213,0.105286,-1.013191,36.06583433896077,Low,False
GDSC2,343,16138073,1240192,NCI-H841,SIDM01134,SCLC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.438164,0.849752,0.108286,-0.291768,84.61943767726605,Low,False
GDSC2,343,16138506,1240196,OSC-20,SIDM00565,HNSC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.12064,0.879091,0.119535,0.285558,167.4424985352574,Low,False
GDSC2,343,16138787,1240197,OV-90,SIDM01141,OV,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.298864,0.905436,0.072617,1.282251,543.9536276869422,Low,False
GDSC2,343,16139069,1240198,OVISE,SIDM00564,OV,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.122452,0.881684,0.137751,0.287091,167.74617939437098,Low,False
GDSC2,343,16139520,1240200,OVMIU,SIDM00465,OV,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,7.686576,0.946509,0.062508,2.456157,2178.9012173948413,Low,False
GDSC2,343,16139801,1240201,PA-TU-8988T,SIDM00453,PAAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.780602,0.934768,0.079174,0.843838,323.9541521274608,Low,False
GDSC2,343,16140253,1240204,PCI-15A,SIDM00270,HNSC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.063454,0.847963,0.129401,-0.608746,58.1749005680524,Low,False
GDSC2,343,16140433,1240206,PCI-6A,SIDM00115,HNSC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.346327,0.857442,0.105695,-0.369456,77.19440651987351,Low,False
GDSC2,343,16140613,1240207,PE-CA-PJ15,SIDM00473,HNSC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.565417,0.862493,0.060981,-0.184121,96.1026604715088,Low,False
GDSC2,343,16140792,1240209,RERF-GC-1B,SIDM00358,STAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.378161,0.95382,0.023523,1.349331,588.8438275373228,Low,False
GDSC2,343,16141073,1240210,RH-41,SIDM00426,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.678159,0.904481,0.135005,-0.08875,107.57185038730289,Low,False
GDSC2,343,16141354,1240212,SISO,SIDM00394,CESC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.021751,0.897157,0.136575,0.201905,151.6766572361369,Low,False
GDSC2,343,16141635,1240215,SKN,SIDM00377,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.236099,0.812215,0.086974,-0.462701,69.13761924011128,Low,False
GDSC2,343,16141917,1240217,SNU-398,SIDM01181,LIHC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.549572,0.857015,0.116892,-0.197525,94.59191431050043,Low,False
GDSC2,343,16142198,1240218,SU8686,SIDM01188,PAAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,7.263376,0.949011,0.044181,2.09816,1427.0661893955582,Low,False
GDSC2,343,16142761,1240220,SW156,SIDM01162,KIRC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.886515,0.922294,0.036072,0.933433,360.1479790832359,Low,False
GDSC2,343,16142939,1240221,TC-71,SIDM00419,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.804288,0.830946,0.089918,-0.827982,44.89327471952386,Low,False
GDSC2,343,16143220,1240222,TOV-21G,SIDM01169,OV,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.759044,0.851351,0.091208,-0.020326,116.63437012598625,Low,False
GDSC2,343,16143782,1240224,VMRC-RCW,SIDM00318,KIRC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.581511,0.815033,0.120273,-0.170507,97.6618498313701,Low,False
GDSC2,343,16143961,1240226,WM278,SIDM00975,SKCM,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,7.383948,0.952648,0.042851,2.200155,1609.9332540381872,Low,False
GDSC2,343,16144241,1247871,SUP-B15,SIDM01176,ALL,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.10101,0.880941,0.210301,-0.576977,60.40126207476303,Low,False
GDSC2,343,16144521,1247873,H3255,SIDM00046,LUAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.985064,0.928146,0.054257,1.862727,1080.3755595557416,Low,False
GDSC2,343,16144778,1287706,451Lu,SIDM01240,SKCM,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.410267,0.918984,0.042702,0.530561,223.69130528640238,Low,False
GDSC2,343,16144955,1290455,OCI-AML3,SIDM00462,LAML,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.143772,0.854703,0.1254,-0.540803,63.04016103275741,Low,False
GDSC2,343,16145227,1290722,ASH-3,SIDM00491,THCA,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.367969,0.85451,0.14428,-0.351148,78.88325699921914,Low,False
GDSC2,343,16145492,1290724,BICR10,SIDM00077,HNSC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.165222,0.812148,0.120173,-0.522657,64.40697920584675,Low,False
GDSC2,343,16145751,1290725,BICR31,SIDM00078,HNSC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.24309,0.937864,0.08069,0.389141,189.253994671061,Low,False
GDSC2,343,16145930,1290730,CAL-29,SIDM00936,BLCA,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.618098,0.877983,0.125047,-0.139557,101.30117394670745,Low,False
GDSC2,343,16146211,1290765,CAL-78,SIDM00929,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.697071,0.870709,0.059891,-0.072751,109.62560834453942,Low,False
GDSC2,343,16146493,1290767,CHSA0011,SIDM00051,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.694202,0.840662,0.097245,-0.075178,109.31154321605239,Low,False
GDSC2,343,16146673,1290768,CHSA0108,SIDM00050,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.05305,0.911378,0.112282,1.07431,425.40854944919516,Low,False
GDSC2,343,16146851,1290769,CL-11,SIDM00944,COREAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.316318,0.851504,0.111784,0.451088,203.63272426946685,Low,False
GDSC2,343,16147376,1290797,DAN-G,SIDM00950,PAAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.815363,0.932747,0.099875,0.873244,335.4131313719418,Low,False
GDSC2,343,16147657,1290798,EFM-192A,SIDM01002,BRCA,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.273053,0.945733,0.052036,1.260418,530.0932847390421,Low,False
GDSC2,343,16148110,1290807,G-292-Clone-A141B1,SIDM00858,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.971522,0.948416,0.062662,1.851272,1065.8437308174884,Low,False
GDSC2,343,16148392,1290808,NCI-H2369,SIDM00104,MESO,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,7.190297,0.973771,0.04419,2.03634,1326.4971167521894,Low,False
GDSC2,343,16148673,1290809,NCI-H2373,SIDM00103,MESO,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.718038,0.934158,0.079805,1.636843,827.1929657244639,Low,False
GDSC2,343,16148954,1290810,NCI-H2461,SIDM00102,MESO,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.27019,0.850276,0.111182,0.412067,194.4529049876879,Low,False
GDSC2,343,16149236,1290812,NCI-H2722,SIDM00099,MESO,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,8.070234,0.931082,0.049,2.780704,3197.8500384424374,Low,False
GDSC2,343,16149517,1290813,NCI-H2795,SIDM00154,MESO,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.222586,0.832499,0.138141,-0.474132,68.209646559435,Low,False
GDSC2,343,16149799,1290814,NCI-H2818,SIDM00520,MESO,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.842815,0.919886,0.03041,0.896467,344.74844288035797,Low,False
GDSC2,343,16150081,1290905,HCC1428,SIDM00881,BRCA,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.928609,0.893976,0.094738,0.969042,375.63164663444695,Low,False
GDSC2,343,16150380,1290908,HCC-78,SIDM01068,LUAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.529395,0.837844,0.1482,-0.214593,92.70245912521025,Low,False
GDSC2,343,16150662,1290922,HDQ-P1,SIDM01062,BRCA,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.489646,0.847676,0.144176,-0.248218,89.08990247033026,Low,False
GDSC2,343,16150947,1295740,ALL-SIL,SIDM00994,ALL,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.399774,0.897728,0.077777,-0.324244,81.43246284858542,Low,False
GDSC2,343,16151226,1295741,AMO-1,SIDM00993,MM,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.798749,0.839921,0.123263,-0.832668,44.64529827561736,Low,False
GDSC2,343,16151495,1297438,COR-L303,SIDM00510,SCLC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.840204,0.829032,0.107491,-0.7976,46.53496660474283,Low,False
GDSC2,343,16151772,1297446,DND-41,SIDM00946,ALL,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.314709,0.903396,0.043801,-0.396203,74.79185584685972,Low,False
GDSC2,343,16152054,1297447,EJM,SIDM01048,MM,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.75756,0.829005,0.081242,-0.86751,42.843759564328934,Low,False
GDSC2,343,16152336,1297449,Farage,SIDM00859,DLBC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.154174,0.771992,0.118973,-1.377932,23.43367288131325,Low,False
GDSC2,343,16152590,1298134,HeLa,SIDM00846,CESC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.3038,0.879001,0.162058,-0.40543,73.98038570281474,Low,False
GDSC2,343,16152871,1298136,HPAC,SIDM00670,PAAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.395345,0.856553,0.171175,0.517939,220.3781644494827,Low,False
GDSC2,343,16153324,1298144,Hs-939-T,SIDM00663,SKCM,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.854474,0.86481,0.104256,0.060401,128.31318072795568,Low,False
GDSC2,343,16153504,1298145,Hs-940-T,SIDM00662,SKCM,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.574292,0.84518,0.111985,-0.176614,96.95936759781777,Low,False
GDSC2,343,16153683,1298146,huH-1,SIDM00586,LIHC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.081054,0.869456,0.113581,0.252071,160.94360111817508,Low,False
GDSC2,343,16153964,1298151,JHH-1,SIDM00618,LIHC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.68883,0.915048,0.069315,0.766206,295.5476275497619,Low,False
GDSC2,343,16154245,1298156,JHU-029,SIDM00690,HNSC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.449302,0.770346,0.105104,-1.128275,31.47841270668992,Low,False
GDSC2,343,16154423,1298157,JIMT-1,SIDM01037,BRCA,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.39206,0.96313,0.039093,1.361088,597.0853093992566,Low,False
GDSC2,343,16154709,1298160,K2,SIDM00126,SKCM,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.752475,0.780192,0.119826,-0.871812,42.62645201962405,Low,False
GDSC2,343,16154889,1298167,KMH-2,SIDM00619,THCA,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.019508,0.84822,0.113192,-0.645921,55.673707623239586,Low,False
GDSC2,343,16155238,1298169,KMRC-20,SIDM00609,KIRC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.08122,0.934154,0.062781,1.09814,437.5626957053781,Low,False
GDSC2,343,16155520,1298215,KON,SIDM00604,HNSC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,3.856181,0.826425,0.088384,-0.784084,47.28442688716862,Low,False
GDSC2,343,16155699,1298216,KP-1N,SIDM00583,PAAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,8.259479,0.985132,0.048951,2.940792,3864.0803900718174,Low,False
GDSC2,343,16155980,1298218,KP-2,SIDM00582,PAAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,7.021249,0.954102,0.057678,1.893338,1120.1848552496022,Low,False
GDSC2,343,16156261,1298219,KP-3,SIDM00571,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.605815,0.932229,0.084361,0.695981,272.00351799023895,Low,False
GDSC2,343,16156543,1298222,KYSE-50,SIDM00550,ESCA,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.80263,0.892762,0.142116,0.016544,121.83041052316334,Low,False
GDSC2,343,16156824,1298223,LC-1-sq,SIDM00300,LUSC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.819446,0.926757,0.108658,0.876698,336.7854228138697,Low,False
GDSC2,343,16157105,1298226,LOU-NH91,SIDM00341,LUSC,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.379005,0.897526,0.065954,0.504117,216.80644565401715,Low,False
GDSC2,343,16157386,1298347,NCI-H1435,SIDM00658,LUAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.249207,0.979261,0.019447,1.240245,517.6022033312585,Low,False
GDSC2,343,16157666,1298348,NCI-H1568,SIDM00750,LUAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.372481,0.91882,0.116738,1.344526,585.5086753956556,Low,False
GDSC2,343,16158115,1298350,NCI-H1781,SIDM00754,LUAD,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,5.795658,0.918796,0.135485,0.856575,328.8685082819013,Low,False
GDSC2,343,16158397,1298351,NCI-H2110,SIDM00703,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,4.134822,0.845835,0.088314,-0.548374,62.478468913156334,Low,False
GDSC2,343,16158577,1298352,NCI-H2135,SIDM00700,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.809731,0.91049,0.124167,1.714409,906.6268915086008,Low,False
GDSC2,343,16158834,1298353,NCI-H2172,SIDM00926,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,6.478503,0.962406,0.029741,1.434213,650.9956759365821,Low,False
GDSC2,343,16159014,1298356,NCI-H2444,SIDM00723,UNCLASSIFIED,1048,Mirin,MRE11,Genome integrity,1046,Y,0.100053,100.0,7.885227,0.970625,0.036703,2.624202,2657.72826190325,Low,False
