DATASET,NLME_RESULT_ID,NLME_CURVE_ID,COSMIC_ID,CELL_LINE_NAME,SANGER_MODEL_ID,TCGA_DESC,DRUG_ID,DRUG_NAME,PUTATIVE_TARGET,PATHWAY_NAME,COMPANY_ID,WEBRELEASE,MIN_CONC,MAX_CONC,LN_IC50,AUC,RMSE,Z_SCORE,IC50_uM,sensitivity,outlier
GDSC2,343,16038307,907320,KYSE-450,SIDM01027,ESCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.600152,0.967061,0.052676,0.325734,13.465784678723994,Low,False
GDSC2,343,16038571,907321,KYSE-510,SIDM01026,ESCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.92905,0.977747,0.093264,-0.027167,6.882968314759038,Low,False
GDSC2,343,16038822,907322,L-428,SIDM00327,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.850141,0.982404,0.045223,-0.068662,6.360716320377276,Low,False
GDSC2,343,16039104,907323,L-540,SIDM00329,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.604497,0.942014,0.035531,-0.723688,1.8303313206475116,Medium,False
GDSC2,343,16039386,907783,LAMA-84,SIDM00346,LCML,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.946422,0.98861,0.061062,-0.018032,7.003583873739141,Low,False
GDSC2,343,16039595,907786,LC-2-ad,SIDM00297,LUAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.820984,0.986222,0.075971,0.441859,16.79336721800914,Low,False
GDSC2,343,16040126,907788,LNCaP-Clone-FGC,SIDM00683,PRAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.0265,0.954302,0.047868,0.024077,7.587483638441775,Low,False
GDSC2,343,16040692,907790,LoVo,SIDM00839,COREAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.428461,0.971976,0.077668,0.761303,30.829160143722532,Low,False
GDSC2,343,16040978,907791,LP-1,SIDM00340,MM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.450626,0.977042,0.046406,0.247105,11.595603295340977,Low,False
GDSC2,343,16041232,907792,LS-123,SIDM00776,COREAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,4.124034,0.958864,0.055994,1.127072,61.808073803498075,Low,False
GDSC2,343,16041513,907794,LS-411N,SIDM00660,COREAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.297437,0.973572,0.021418,0.692403,27.04323820211598,Low,False
GDSC2,343,16042018,907796,LU-99A,SIDM01219,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.858218,0.938562,0.078742,0.461439,17.430438203866768,Low,False
GDSC2,343,16042222,907799,MC116,SIDM00637,DLBC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.592278,0.993744,0.106442,-0.20426,4.91493240152514,Low,False
GDSC2,343,16042401,908118,MC-IXC,SIDM01246,NB,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.348912,0.964766,0.067185,-0.332235,3.8532309339939603,Low,False
GDSC2,343,16042547,908120,MDA-MB-175-VII,SIDM00633,BRCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.000977,1.0,5.288814,0.973266,0.079135,1.739575,198.10832954624962,Low,False
GDSC2,343,16042831,908121,MDA-MB-361,SIDM00528,BRCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.000977,1.0,2.004473,0.970594,0.094999,0.012494,7.4221813763139215,Low,False
GDSC2,343,16043118,908122,MDA-MB-453,SIDM00272,BRCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.000977,1.0,3.398154,0.985051,0.063698,0.745366,29.90883734188001,Low,False
GDSC2,343,16043403,908123,MDA-MB-468,SIDM00628,BRCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.000977,1.0,2.114802,0.962003,0.089057,0.070511,8.28794459061927,Low,False
GDSC2,343,16043613,908124,MEL-HO,SIDM00337,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.099778,0.964871,0.134751,0.062611,8.16435722406293,Low,False
GDSC2,343,16043864,908125,MEL-JUSO,SIDM00336,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.229098,0.984194,0.042879,0.656467,25.256865001098795,Low,False
GDSC2,343,16044147,908126,MEG-01,SIDM00526,LCML,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.763461,0.967797,0.073423,-0.114242,5.8325890926227615,Low,False
GDSC2,343,16044425,908127,MES-SA,SIDM00625,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.068436,0.967963,0.116973,0.046129,7.912438381881221,Low,False
GDSC2,343,16044596,908128,Mewo,SIDM00545,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.788382,0.96604,0.078158,0.424715,16.25469841149616,Low,False
GDSC2,343,16044878,908129,MFE-280,SIDM00335,UCEC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.948456,0.964691,0.03502,0.508891,19.07647689764438,Low,False
GDSC2,343,16045158,908130,MFE-296,SIDM00334,UCEC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.428253,0.977501,0.122383,0.235341,11.339055436623278,Low,False
GDSC2,343,16045441,908131,MG-63,SIDM00525,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.529736,0.93996,0.087869,-0.237148,4.616957784538759,Low,False
GDSC2,343,16045902,908133,MHH-CALL-4,SIDM00376,UNIDENTIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-1.564365,0.738869,0.128889,-1.86419,0.2092208262253292,High,False
GDSC2,343,16046164,908134,MHH-ES-1,SIDM00386,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.852083,0.963342,0.096903,-0.067641,6.373080833527794,Low,False
GDSC2,343,16046377,908135,MHH-NB-11,SIDM00387,NB,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.379281,0.923373,0.11794,-0.842118,1.4612335846959021,Medium,False
GDSC2,343,16046628,908136,MHH-PREB-1,SIDM00388,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.479867,0.991602,0.025388,0.262481,11.939676335291361,Low,False
GDSC2,343,16046905,908138,MKN1,SIDM00271,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.201284,0.967453,0.063786,0.641841,24.564050197392145,Low,False
GDSC2,343,16047181,908139,MKN28,SIDM00260,STAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.92927,0.965981,0.086111,0.498802,18.71396431517348,Low,False
GDSC2,343,16047463,908141,ML-2,SIDM00441,LAML,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-3.294539,0.52206,0.059027,-2.774008,0.03708513735544061,High,False
GDSC2,343,16047744,908142,MLMA,SIDM00561,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.055488,0.978943,0.019581,0.039321,7.810648539244774,Low,False
GDSC2,343,16048025,908143,MN-60,SIDM00438,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.520248,0.946412,0.062867,-0.242137,4.5733592476072475,Low,False
GDSC2,343,16048195,908144,MOG-G-CCM,SIDM00532,LGG,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.278807,0.947999,0.084796,0.156754,9.765023784359775,Low,False
GDSC2,343,16048364,908145,MOG-G-UVW,SIDM00504,LGG,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.115341,0.973838,0.078937,0.070795,8.29241299688092,Low,False
GDSC2,343,16048643,908146,MOLT-13,SIDM00433,ALL,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-2.170613,0.675963,0.240629,-2.182988,0.11410764747949188,High,False
GDSC2,343,16048924,908147,MOLT-16,SIDM00431,ALL,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-0.686608,0.880641,0.185749,-1.402619,0.503280303840476,Medium,False
GDSC2,343,16049095,908148,MONO-MAC-6,SIDM01023,LAML,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.507309,0.930533,0.047965,-0.774794,1.6608159205226576,Medium,False
GDSC2,343,16049377,908149,Mo-T,SIDM00623,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.072957,0.925981,0.086434,-0.477346,2.924013035549913,Low,False
GDSC2,343,16049659,908150,MPP-89,SIDM00222,MESO,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.094245,0.957681,0.069348,0.059701,8.119308577549647,Low,False
GDSC2,343,16049942,908151,MRK-nu-1,SIDM00562,BRCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.000977,1.0,2.388,0.990381,0.055803,0.214173,10.891688767599723,Low,False
GDSC2,343,16050224,908152,MSTO-211H,SIDM00640,MESO,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.984999,0.979245,0.084173,0.528107,19.786482449877994,Low,False
GDSC2,343,16050695,908158,NALM-6,SIDM00429,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-0.965478,0.815971,0.121863,-1.549264,0.3808011332872105,Medium,False
GDSC2,343,16050976,908159,NAMALWA,SIDM00641,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.894619,0.960585,0.061136,-0.571126,2.4464035321328246,Medium,False
GDSC2,343,16051258,908440,NB69,SIDM00244,NB,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.086956,0.927012,0.140545,-0.469985,2.9652341480315996,Low,False
GDSC2,343,16051428,908441,NCCIT,SIDM00655,UNIDENTIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.557735,0.957041,0.128383,-0.222424,4.748054712718476,Low,False
GDSC2,343,16051638,908442,NCI-H508,SIDM00777,COREAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.380413,0.962805,0.050568,0.210184,10.809366210431671,Low,False
GDSC2,343,16051891,908443,NCI-H520,SIDM01130,LUSC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.31939,0.974461,0.04702,0.703948,27.643482889838037,Low,False
GDSC2,343,16052171,908444,SNU-1,SIDM01146,STAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.337274,0.954264,0.070836,-0.338355,3.8086469696869583,Low,False
GDSC2,343,16052451,908445,SNU-5,SIDM01144,STAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.047021,0.940698,0.155981,-0.490985,2.8491508428286805,Low,False
GDSC2,343,16052618,908446,SNU-16,SIDM01145,STAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.735781,0.950694,0.049584,-0.654652,2.0871113901381277,Medium,False
GDSC2,343,16052887,908447,NH-12,SIDM00577,NB,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-0.822702,0.789515,0.125129,-1.474184,0.439243214481045,Medium,False
GDSC2,343,16053057,908448,NKM-1,SIDM00576,LAML,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-2.724781,0.593568,0.143843,-2.474399,0.06556055890836504,High,False
GDSC2,343,16053266,908449,NMC-G1,SIDM00575,LGG,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,5.913609,0.958674,0.06887,2.068126,370.0392199923524,Low,False
GDSC2,343,16053450,908450,no-11,SIDM00573,LGG,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,4.055467,0.978878,0.042719,1.091016,57.71210825851134,Low,False
GDSC2,343,16053701,908451,NOMO-1,SIDM00580,LAML,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.257643,0.915161,0.129378,-0.906082,1.2938768221372685,Medium,False
GDSC2,343,16053910,908452,no-10,SIDM00574,LGG,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.56925,0.968603,0.063101,0.309484,13.05602874644846,Low,False
GDSC2,343,16054051,908454,NTERA-2-cl-D1,SIDM01203,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.305036,0.937029,0.0307,-0.355307,3.6878218529020415,Low,False
GDSC2,343,16054331,908455,NUGC-3,SIDM00572,STAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.317127,0.975974,0.056754,0.702757,27.580996418168017,Low,False
GDSC2,343,16054613,908457,NCI-H747,SIDM00778,COREAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.883093,0.944704,0.092931,0.474519,17.86945802592707,Low,False
GDSC2,343,16054895,908458,NCI-H716,SIDM00779,COREAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.698369,0.979639,0.038079,0.903235,40.38138857559058,Low,False
GDSC2,343,16055176,908459,NCI-H596,SIDM01127,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.331451,0.976303,0.07618,0.71029,27.97890966198432,Low,False
GDSC2,343,16055459,908460,NCI-H441,SIDM00925,LUAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,4.316376,0.947155,0.04947,1.228216,74.91663784745768,Low,False
GDSC2,343,16055725,908461,NCI-N87,SIDM01147,STAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.166951,0.953309,0.111442,0.623787,23.73500588620285,Low,False
GDSC2,343,16055888,908462,NCI-H2452,SIDM00722,MESO,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.097382,0.958052,0.083549,0.587204,22.139913050180674,Low,False
GDSC2,343,16056168,908463,NCI-H1793,SIDM00755,LUAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.526895,0.925003,0.067567,0.287211,12.514587951863382,Low,False
GDSC2,343,16056451,908465,NCI-H358,SIDM00718,LUAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.133799,0.954945,0.06672,0.606354,22.961043063168884,Low,False
GDSC2,343,16056731,908467,NCI-H1155,SIDM00651,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.048952,0.945054,0.134418,-0.489969,2.854657868428201,Low,False
GDSC2,343,16056940,908468,NCI-H1105,SIDM00652,SCLC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-0.375549,0.852924,0.032438,-1.239048,0.6869120605328023,Medium,False
GDSC2,343,16057119,908469,NCI-H1436,SIDM00697,SCLC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.850259,0.96758,0.100541,-0.0686,6.36146692918813,Low,False
GDSC2,343,16057371,908470,NCI-H28,SIDM00720,MESO,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.445978,0.926709,0.049078,0.770514,31.37395217244262,Low,False
GDSC2,343,16057653,908471,NCI-H1581,SIDM00748,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.867476,0.968669,0.045589,-0.059546,6.471940588890624,Low,False
GDSC2,343,16057821,908472,NCI-H1573,SIDM00749,LUAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.60747,0.94928,0.071328,-0.196271,4.99017011318008,Low,False
GDSC2,343,16058104,908473,NCI-H1666,SIDM00743,LUAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.381353,0.923624,0.053365,0.210678,10.819531791744167,Low,False
GDSC2,343,16058274,908474,NCI-H1703,SIDM00740,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.442764,0.973558,0.051419,0.242971,11.504796093085252,Low,False
GDSC2,343,16058556,908475,NCI-H1755,SIDM00738,LUAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.762369,0.963423,0.095881,0.411036,15.837317146867143,Low,False
GDSC2,343,16058838,908476,NCI-H1993,SIDM00758,LUAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.748084,0.967854,0.06589,0.403524,15.612689295657955,Low,False
GDSC2,343,16059047,908480,NCI-H2081,SIDM00710,SCLC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.420372,0.98304,0.034281,0.757049,30.58078895885931,Low,False
GDSC2,343,16059227,908481,NCI-H2196,SIDM00731,SCLC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-0.394062,0.826748,0.084811,-1.248783,0.6743122475850389,Medium,False
GDSC2,343,16059480,908483,NCI-H524,SIDM01129,SCLC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.383428,0.968214,0.041092,-0.314084,3.988550971883756,Low,False
GDSC2,343,16059688,909194,NCI-H748,SIDM01117,SCLC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.097672,0.882869,0.049139,-0.990203,1.10260107263908,Medium,False
GDSC2,343,16059940,909248,ONS-76,SIDM00567,MB,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.840916,0.971105,0.054244,0.452341,17.131450761113747,Low,False
GDSC2,343,16060221,909249,OPM-2,SIDM00457,MM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.360459,0.938403,0.138697,-0.852016,1.4339874637723644,Medium,False
GDSC2,343,16060500,909250,OS-RC-2,SIDM00239,KIRC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.658211,0.930846,0.091455,-0.169589,5.249910348596928,Low,False
GDSC2,343,16060760,909251,P12-ICHIKAWA,SIDM00463,ALL,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.225367,0.929095,0.120959,-0.923054,1.2527824029760721,Medium,False
GDSC2,343,16061032,909252,P30-OHK,SIDM00364,ALL,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.160785,0.938552,0.052166,-0.957015,1.1744324386935374,Medium,False
GDSC2,343,16061202,909253,P31-FUJ,SIDM00363,LAML,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-0.797854,0.821014,0.142389,-1.461118,0.4502942594656686,Medium,False
GDSC2,343,16061481,909255,PA-1,SIDM01140,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.042736,0.937843,0.095684,-0.493238,2.836968351096147,Low,False
GDSC2,343,16061764,909256,OCUB-M,SIDM00241,BRCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.000977,1.0,1.61523,0.967568,0.07397,-0.19219,5.029044470688979,Low,False
GDSC2,343,16061932,909257,OC-314,SIDM00220,OV,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.013697,0.975626,0.069886,0.017345,7.4909602980618075,Low,False
GDSC2,343,16062211,909260,PF-382,SIDM00451,ALL,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.318984,0.984588,0.041021,0.177881,10.165341071150584,Low,False
GDSC2,343,16062492,909262,Raji,SIDM00844,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.909866,0.985204,0.145273,-0.037255,6.752183945258807,Low,False
GDSC2,343,16062776,909263,RCM-1,SIDM00359,COREAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.21181,0.959178,0.085851,0.647376,24.823976984536397,Low,False
GDSC2,343,16063056,909264,RD,SIDM00847,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.453065,0.981107,0.025153,0.774241,31.597089123343324,Low,False
GDSC2,343,16063338,909696,REH,SIDM00447,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-2.743805,0.598183,0.068101,-2.484403,0.06432512355650039,High,False
GDSC2,343,16063619,909697,RF-48,SIDM01092,STAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.021899,0.985122,0.082749,0.547511,20.530241618358605,Low,False
GDSC2,343,16063892,909698,RKO,SIDM01090,COREAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.015062,0.987346,0.036471,0.543916,20.390355103376166,Low,False
GDSC2,343,16064062,909699,RMG-I,SIDM00352,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.257386,0.917377,0.08468,0.671342,25.981532573122905,Low,False
GDSC2,343,16064343,909701,RPMI-6666,SIDM00813,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.46863,0.906029,0.115558,-0.795134,1.5978037020017462,Medium,False
GDSC2,343,16064511,909702,RPMI-8402,SIDM00403,ALL,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.693221,0.952474,0.117579,-0.677032,2.000147644329553,Medium,False
GDSC2,343,16065073,909704,RT-112,SIDM00402,BLCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.527194,0.950032,0.06665,-0.238485,4.605236382064749,Low,False
GDSC2,343,16065282,909706,RVH-421,SIDM00401,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.49427,0.97304,0.068703,0.270056,12.112887882170988,Low,False
GDSC2,343,16065539,909707,Saos-2,SIDM01084,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.777037,0.977193,0.02442,0.41875,16.071330976541944,Low,False
GDSC2,343,16065821,909708,SAS,SIDM00351,HNSC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.0978,0.962165,0.157669,0.061571,8.148224086406927,Low,False
GDSC2,343,16066103,909709,SCC-9,SIDM01080,HNSC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.670621,0.970544,0.06514,0.36279,14.448939198570137,Low,False
GDSC2,343,16066312,909711,SCH,SIDM00383,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.739525,0.954798,0.085197,-0.126829,5.694637827176023,Low,False
GDSC2,343,16066492,909712,SF126,SIDM00382,GBM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.680903,0.960859,0.081355,-0.157656,5.370403256383817,Low,False
GDSC2,343,16066744,909713,SH-4,SIDM01079,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.666684,0.965662,0.043071,0.36072,14.392165557190875,Low,False
GDSC2,343,16066950,909715,SIG-M5,SIDM00396,LAML,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.575867,0.995763,0.0667,-0.21289,4.834931687225672,Low,False
GDSC2,343,16067200,909716,SJRH30,SIDM01095,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.648796,0.974282,0.112469,-0.17454,5.200714396014358,Low,False
GDSC2,343,16067371,909717,SJSA-1,SIDM01112,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.523058,0.962523,0.070304,0.285194,12.466661483621447,Low,False
GDSC2,343,16067654,909718,SK-CO-1,SIDM01096,COREAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.238644,0.930511,0.044549,-0.390219,3.450930828449389,Low,False
GDSC2,343,16067936,909719,SK-HEP-1,SIDM01110,LIHC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.264194,0.986506,0.11744,0.674923,26.15901832285142,Low,False
GDSC2,343,16068217,909720,SK-LMS-1,SIDM01109,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.867701,0.977362,0.033108,0.466426,17.59651726865492,Low,False
GDSC2,343,16068478,909721,SK-LU-1,SIDM01108,LUAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,4.66527,0.971195,0.030643,1.411683,106.19425380006892,Low,False
GDSC2,343,16068753,909722,SKM-1,SIDM00380,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.305139,0.934035,0.052336,-0.881106,1.356813586987925,Medium,False
GDSC2,343,16068894,909723,SK-MEL-1,SIDM01107,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.286783,0.975192,0.036952,0.686801,26.75664891428308,Low,False
GDSC2,343,16069102,909724,SK-MEL-3,SIDM01105,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.294018,0.984069,0.048684,0.690606,26.950935252510355,Low,False
GDSC2,343,16069355,909725,SK-MEL-24,SIDM01106,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.202831,0.968951,0.094195,0.642654,24.60208019166361,Low,False
GDSC2,343,16069564,909726,SK-MEL-30,SIDM00392,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.591443,0.971791,0.074156,0.321154,13.349020348248684,Low,False
GDSC2,343,16069743,909727,SK-MEL-31,SIDM01104,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.793442,0.892075,0.112703,-0.62433,2.2109935839630004,Medium,False
GDSC2,343,16069994,909728,SK-MES-1,SIDM01103,LUSC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.000608,0.974479,0.066288,0.536315,20.097752642839435,Low,False
GDSC2,343,16070275,909729,SK-MG-1,SIDM00379,GBM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.368,0.961712,0.075836,0.203656,10.676018880071336,Low,False
GDSC2,343,16070556,909731,SK-PN-DW,SIDM01097,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.747558,0.969628,0.043525,-0.122605,5.740567080707729,Low,False
