DATASET,NLME_RESULT_ID,NLME_CURVE_ID,COSMIC_ID,CELL_LINE_NAME,SANGER_MODEL_ID,TCGA_DESC,DRUG_ID,DRUG_NAME,PUTATIVE_TARGET,PATHWAY_NAME,COMPANY_ID,WEBRELEASE,MIN_CONC,MAX_CONC,LN_IC50,AUC,RMSE,Z_SCORE,IC50_uM,sensitivity,outlier
GDSC2,343,16002697,906693,BxPC-3,SIDM00132,PAAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,10.0,3.600688,0.940963,0.113225,0.851869,36.623422692739354,Low,False
GDSC2,343,16002906,906695,BONNA-12,SIDM00984,UNIDENTIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-2.356977,0.643661,0.263248,-2.280988,0.09470608739706605,High,False
GDSC2,343,16003156,906696,BHT-101,SIDM00987,THCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.998708,0.96298,0.110866,0.009463,7.379515602938376,Low,False
GDSC2,343,16003439,906746,Becker,SIDM00490,GBM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.516557,0.966983,0.078147,0.281775,12.385878586633526,Low,False
GDSC2,343,16003721,906763,BE-13,SIDM01245,ALL,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.272331,0.954214,0.126534,-0.372505,3.5691625912542992,Low,False
GDSC2,343,16003999,906765,ARH-77,SIDM00900,MM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-0.087287,0.892425,0.134157,-1.087464,0.916414047055982,Medium,False
GDSC2,343,16004280,906790,AGS,SIDM00850,STAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.021656,0.967999,0.037948,0.02153,7.550818741769996,Low,False
GDSC2,343,16004567,906791,ABC-1,SIDM00494,LUAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.073135,0.951395,0.117002,0.048601,7.949706422524135,Low,False
GDSC2,343,16004817,906792,A2058,SIDM00797,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.43761,0.964531,0.089694,-0.285592,4.2106203989145214,Low,False
GDSC2,343,16005110,906793,A375,SIDM00795,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.194757,0.966704,0.092732,0.112556,8.97781918167113,Low,False
GDSC2,343,16005394,906794,A253,SIDM00796,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.792425,0.987463,0.022231,0.426841,16.32054918481323,Low,False
GDSC2,343,16005677,906795,8305C,SIDM00997,THCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.436119,0.941488,0.05215,0.239476,11.428600164395347,Low,False
GDSC2,343,16005957,906797,647-V,SIDM00983,BLCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.438556,0.957139,0.074182,-0.285095,4.214605530481929,Low,False
GDSC2,343,16006238,906798,639-V,SIDM00999,BLCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.771885,0.984064,0.108818,0.41604,15.988744405034257,Low,False
GDSC2,343,16006800,906801,BT-20,SIDM00893,BRCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.000977,1.0,2.016229,0.979729,0.092428,0.018676,7.509951442178897,Low,False
GDSC2,343,16007083,906804,A2780,SIDM00210,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.59473,0.969494,0.028435,0.322883,13.392970771081933,Low,False
GDSC2,343,16007365,906805,COR-L105,SIDM00513,LUAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,4.429389,0.976079,0.040486,1.287644,83.88015047802658,Low,False
GDSC2,343,16007572,906807,CRO-AP2,SIDM00952,DLBC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.814129,0.987558,0.151868,-0.087599,6.135729628854306,Low,False
GDSC2,343,16007713,906808,COR-L88,SIDM00506,SCLC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.836206,0.919921,0.15236,-0.601843,2.3075953308055057,Medium,False
GDSC2,343,16007995,906812,COLO-824,SIDM00954,BRCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.000977,1.0,-1.73984,0.705502,0.147268,-1.956464,0.17554848612787655,High,False
GDSC2,343,16008206,906813,COLO-800,SIDM00515,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.304731,0.96921,0.079401,0.170386,10.02148211112231,Low,False
GDSC2,343,16008456,906814,COLO-792,SIDM00140,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.310076,0.96929,0.114613,0.173196,10.075190340383044,Low,False
GDSC2,343,16008739,906817,COLO-680N,SIDM00956,ESCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.407018,0.965908,0.044362,0.750027,30.175127731540357,Low,False
GDSC2,343,16009021,906818,COLO-679,SIDM00284,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.81529,0.965466,0.046418,0.438865,16.698017503323513,Low,False
GDSC2,343,16009301,906820,CHP-212,SIDM00910,NB,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.796362,0.957265,0.039014,-0.096942,6.027678832109218,Low,False
GDSC2,343,16009581,906821,CFPAC-1,SIDM00130,PAAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,10.0,5.974072,0.978622,0.069999,2.09992,393.10313206510335,Low,False
GDSC2,343,16009864,906824,Ca-Ski,SIDM00923,CESC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.000186,0.958696,0.086633,0.01024,7.390430591188867,Low,False
GDSC2,343,16010073,906825,Caov-3,SIDM00919,OV,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.882158,0.973986,0.047412,0.474028,17.852757891202447,Low,False
GDSC2,343,16010331,906826,CAL-120,SIDM00940,BRCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.000977,1.0,4.558706,0.963842,0.065834,1.355646,95.45987479687004,Low,False
GDSC2,343,16010614,906827,CAL-72,SIDM00930,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.439393,0.962244,0.064144,0.241198,11.466078720251561,Low,False
GDSC2,343,16010896,906828,CAL-62,SIDM00931,THCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.563568,0.97407,0.134052,0.306496,12.982054750255857,Low,False
GDSC2,343,16011188,906830,C32,SIDM00890,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.305382,0.964662,0.097165,0.170728,10.028008219994609,Low,False
GDSC2,343,16011472,906831,Daudi,SIDM00845,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.682226,0.981661,0.083276,-0.15696,5.377513001951673,Low,False
GDSC2,343,16012033,906833,Daoy,SIDM00887,MB,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.407032,0.980486,0.08159,0.224181,11.100964539571624,Low,False
GDSC2,343,16012316,906834,D-283MED,SIDM00888,MB,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.599353,0.971361,0.062513,-0.200539,4.949828848884962,Low,False
GDSC2,343,16012595,906835,DBTRG-05MG,SIDM00867,GBM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.360051,0.903409,0.092755,0.199476,10.59149160473162,Low,False
GDSC2,343,16012873,906836,DEL,SIDM00949,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.358289,0.98143,0.033811,-0.327303,3.889532614898425,Low,False
GDSC2,343,16013154,906837,Detroit562,SIDM00831,HNSC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.5093,0.978227,0.085543,0.277959,12.29631962347261,Low,False
GDSC2,343,16013435,906838,DG-75,SIDM00948,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.062691,0.974769,0.10518,0.043108,7.8671117487979965,Low,False
GDSC2,343,16013716,906839,DK-MG,SIDM00947,GBM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.632945,0.923219,0.089057,-0.182875,5.118927784342583,Low,False
GDSC2,343,16013926,906841,DJM-1,SIDM00281,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.778032,0.982269,0.032034,0.419273,16.087329909012563,Low,False
GDSC2,343,16014182,906842,DOHH-2,SIDM00981,DLBC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-3.542751,0.487096,0.214944,-2.904531,0.028933621105233148,High,False
GDSC2,343,16014435,906843,DoTc2-4510,SIDM00864,CESC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.883768,0.948547,0.080659,-0.050979,6.578245049753858,Low,False
GDSC2,343,16014716,906844,DU-4475,SIDM01001,BRCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.000977,1.0,0.157032,0.932054,0.156039,-0.958988,1.1700330543596025,Medium,False
GDSC2,343,16014999,906846,EB2,SIDM00863,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.751898,0.955642,0.050055,-0.120323,5.765535283647469,Low,False
GDSC2,343,16015280,906847,EB-3,SIDM00793,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.894676,0.978821,0.069648,0.48061,18.077643335855104,Low,False
GDSC2,343,16015561,906848,ECC10,SIDM00280,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-0.981686,0.808433,0.084421,-1.557787,0.37467885746798957,Medium,False
GDSC2,343,16015792,906849,ECC12,SIDM00279,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.601177,0.930228,0.159804,-0.725434,1.8242646968308927,Medium,False
GDSC2,343,16016048,906851,EFM-19,SIDM01056,BRCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.000977,1.0,3.475248,0.979435,0.070416,0.785906,32.305839391392695,Low,False
GDSC2,343,16016335,906852,EFO-27,SIDM01051,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.422497,0.950736,0.062412,0.232313,11.273975313807139,Low,False
GDSC2,343,16016585,906855,EM-2,SIDM01047,LCML,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.529346,0.973982,0.042233,-0.237353,4.615157522076787,Low,False
GDSC2,343,16017148,906861,ETK-1,SIDM00276,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.280743,0.981383,0.065751,0.683625,26.595525836371454,Low,False
GDSC2,343,16017431,906862,EVSA-T,SIDM01042,BRCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.000977,1.0,1.96384,0.981401,0.082222,-0.008873,7.126640890067443,Low,False
GDSC2,343,16017713,906863,FADU,SIDM00860,HNSC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.325921,0.974384,0.074947,0.181529,10.236103196826557,Low,False
GDSC2,343,16017993,906864,FTC-133,SIDM00213,THCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.635044,0.946631,0.105058,-0.181771,5.129683698144418,Low,False
GDSC2,343,16018262,906865,G-361,SIDM00857,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.392077,0.94362,0.060627,-0.309536,4.023197562441952,Low,False
GDSC2,343,16018545,906868,GAMG,SIDM01055,LGG,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.520236,0.968272,0.056631,0.28371,12.431530158528938,Low,False
GDSC2,343,16018827,906869,GCIY,SIDM00274,STAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.7386,0.951601,0.058005,0.398537,15.465318487370215,Low,False
GDSC2,343,16019107,906870,GDM-1,SIDM01057,LAML,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-3.660889,0.473194,0.086467,-2.966654,0.025709646688006217,High,False
GDSC2,343,16019389,906871,GI-1,SIDM00273,LGG,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.556539,0.967303,0.043639,-0.223054,4.742379433775373,Low,False
GDSC2,343,16019659,906872,GI-ME-N,SIDM00227,NB,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.474608,0.969859,0.088246,0.785569,32.28517026900687,Low,False
GDSC2,343,16019940,906875,GOTO,SIDM00544,NB,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.514471,0.948498,0.10356,-0.245175,4.547015119514591,Low,False
GDSC2,343,16020223,906877,GR-ST,SIDM01259,ALL,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.389638,0.962997,0.055415,0.215035,10.909543973222267,Low,False
GDSC2,343,16020503,906999,GCT,SIDM00853,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.300355,0.977924,0.057075,0.693938,27.122265616112067,Low,False
GDSC2,343,16020786,907000,ESS-1,SIDM01043,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.437477,0.985039,0.027549,0.240191,11.44413074629696,Low,False
GDSC2,343,16021068,907042,H4,SIDM00852,LGG,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.673074,0.966311,0.088823,-0.161773,5.328522525328231,Low,False
GDSC2,343,16021343,907043,H9,SIDM01251,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.781808,0.991014,0.067328,-0.104595,5.9405872967867,Low,False
GDSC2,343,16021622,907044,HC-1,SIDM01073,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.362025,0.964055,0.164037,-0.325339,3.9040910870400896,Low,False
GDSC2,343,16021901,907045,HCC1419,SIDM00882,BRCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.000977,1.0,2.878985,0.986223,0.070722,0.472359,17.79620086558581,Low,False
GDSC2,343,16022191,907046,HCC1569,SIDM00878,BRCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.000977,1.0,2.370403,0.969708,0.093595,0.20492,10.701704201994644,Low,False
GDSC2,343,16022444,907047,HCC1806,SIDM00875,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.000977,1.0,2.975559,0.991113,0.049456,0.523143,19.600576910255437,Low,False
GDSC2,343,16022731,907048,HCC70,SIDM00673,BRCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.000977,1.0,2.566545,0.981811,0.079326,0.308062,13.02075991129411,Low,False
GDSC2,343,16023012,907051,HEC-1,SIDM00596,UCEC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.506362,0.967171,0.042825,0.276414,12.260246054440207,Low,False
GDSC2,343,16023299,907053,HEL,SIDM00594,LAML,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.050433,0.994029,0.029343,0.036662,7.7712653357889225,Low,False
GDSC2,343,16023548,907055,HGC-27,SIDM00290,STAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.129132,0.953707,0.066834,-0.447806,3.092970636116216,Low,False
GDSC2,343,16023831,907056,HH,SIDM00671,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.926477,0.920327,0.036785,-0.554373,2.5255958118978623,Medium,False
GDSC2,343,16024113,907057,HLE,SIDM00064,LIHC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.767268,0.97892,0.054448,0.413612,15.915094523698198,Low,False
GDSC2,343,16024395,907058,HMV-II,SIDM00291,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.461815,0.9743,0.027899,0.778842,31.87477676490165,Low,False
GDSC2,343,16024677,907060,HOS,SIDM00806,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.277724,0.95748,0.097412,-0.369669,3.588463082103854,Low,False
GDSC2,343,16024956,907061,HSC-3,SIDM00589,HNSC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.015492,0.985321,0.030917,0.544142,20.399124841429177,Low,False
GDSC2,343,16025237,907062,HSC-4,SIDM00588,HNSC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.596727,0.97801,0.058213,0.323933,13.419743257141702,Low,False
GDSC2,343,16025444,907063,HT,SIDM00661,DLBC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.919395,0.970369,0.030106,0.493609,18.53007337343689,Low,False
GDSC2,343,16025695,907064,HT-1080,SIDM00828,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.743536,0.964159,0.119035,0.401133,15.54184400903849,Low,False
GDSC2,343,16025971,907065,HT-1197,SIDM00676,BLCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.80809,0.937069,0.055863,-0.090775,6.09878761630394,Low,False
GDSC2,343,16026164,907066,HT-1376,SIDM00678,BLCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.683108,0.960125,0.0716,0.369357,14.630494282430966,Low,False
GDSC2,343,16026443,907067,HT-144,SIDM00695,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.527097,0.976712,0.10679,0.287318,12.517116153969472,Low,False
GDSC2,343,16026724,907068,HT-3,SIDM00679,CESC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.37224,0.952704,0.11067,-0.319968,3.944175761412127,Low,False
GDSC2,343,16027007,907069,HuCCT1,SIDM00587,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.687895,0.974664,0.043758,0.897727,39.96064121208161,Low,False
GDSC2,343,16027287,907071,HuH-7,SIDM00585,LIHC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.965654,0.948935,0.055041,-0.007919,7.139580349183233,Low,False
GDSC2,343,16027568,907072,HuO9,SIDM00599,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.524872,0.917295,0.143709,-0.765558,1.690242483494147,Medium,False
GDSC2,343,16027855,907073,HuTu-80,SIDM00694,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.754516,0.974899,0.028329,-0.118947,5.78064923054406,Low,False
GDSC2,343,16028105,907169,IGR-1,SIDM01060,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.062489,0.942363,0.100705,-0.482851,2.893564114791437,Low,False
GDSC2,343,16028385,907170,IMR-5,SIDM01206,NB,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.431044,0.944611,0.221485,-0.814898,1.5388632584506392,Medium,False
GDSC2,343,16028595,907171,IPC-298,SIDM01059,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.055383,0.964205,0.144332,0.039265,7.809828464202846,Low,False
GDSC2,343,16028736,907172,IST-MEL1,SIDM00225,SKCM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.493647,0.954501,0.096821,0.269728,12.105343903213843,Low,False
GDSC2,343,16029018,907173,IST-MES1,SIDM00224,MESO,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.752904,0.962289,0.086782,0.406059,15.688124109921143,Low,False
GDSC2,343,16029227,907175,JAR,SIDM01039,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.303842,0.984612,0.06905,0.169918,10.012576972446158,Low,False
GDSC2,343,16029405,907176,JEG-3,SIDM01218,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.332521,0.980738,0.050633,0.185,10.303884911536707,Low,False
GDSC2,343,16029654,907268,JiyoyeP-2003,SIDM00808,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.513984,0.968942,0.042412,-0.245431,4.544801262269382,Low,False
GDSC2,343,16029924,907269,JVM-2,SIDM01013,CLL,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-0.634115,0.816099,0.260493,-1.375015,0.5304046888153257,Medium,False
GDSC2,343,16030199,907270,JVM-3,SIDM01012,CLL,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.770714,0.971024,0.095465,-0.110429,5.875046647507631,Low,False
GDSC2,343,16030480,907271,KALS-1,SIDM00613,LGG,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.390181,0.975498,0.029218,0.741173,29.671322293702243,Low,False
GDSC2,343,16030759,907272,KARPAS-45,SIDM01007,ALL,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.158208,0.974346,0.094257,-0.432517,3.1842220344862433,Low,False
GDSC2,343,16031008,907273,KARPAS-299,SIDM01010,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.868465,0.978678,0.055931,-0.059026,6.478344504347247,Low,False
GDSC2,343,16031288,907274,KARPAS-422,SIDM01008,DLBC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.203266,0.943099,0.048324,-0.408823,3.3309781513380066,Low,False
GDSC2,343,16031574,907275,KASUMI-1,SIDM01005,LAML,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-1.56584,0.756468,0.279905,-1.864966,0.20891245298781824,High,False
GDSC2,343,16031827,907276,KATOIII,SIDM00687,STAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.799048,0.940418,0.084541,0.430324,16.428998916931356,Low,False
GDSC2,343,16032106,907277,KE-37,SIDM01003,ALL,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-0.094296,0.920189,0.160048,-1.09115,0.9100133584168766,Medium,False
GDSC2,343,16032387,907278,KG-1,SIDM00785,LAML,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-1.562794,0.747189,0.209461,-1.863364,0.2095497704613726,High,False
GDSC2,343,16032670,907279,KINGS-1,SIDM00612,LGG,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.893337,0.960067,0.078546,1.005759,49.074374780506794,Low,False
GDSC2,343,16032949,907280,KMOE-2,SIDM01019,LAML,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,0.276128,0.921284,0.100585,-0.896362,1.3180165593501691,Medium,False
GDSC2,343,16033439,907282,KNS-42,SIDM00607,LGG,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,4.066121,0.982088,0.042311,1.096618,58.33026010772562,Low,False
GDSC2,343,16033690,907285,HuP-T3,SIDM00533,PAAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,10.0,6.495083,0.978863,0.064698,2.373896,661.8791590001573,Low,False
GDSC2,343,16033971,907286,HuP-T4,SIDM00531,PAAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,10.0,4.853503,0.978312,0.109597,1.510666,128.188649099359,Low,False
GDSC2,343,16034253,907287,HT55,SIDM00541,COREAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.353423,0.976012,0.051306,0.721844,28.600465673972998,Low,False
GDSC2,343,16034541,907289,HT-115,SIDM00534,COREAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.113238,0.988263,0.027364,0.595542,22.493761407816088,Low,False
GDSC2,343,16034794,907290,H-EMC-SS,SIDM00535,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.323693,0.957352,0.038412,0.70621,27.762689084908505,Low,False
GDSC2,343,16035074,907291,GP5d,SIDM00537,COREAD,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.976563,0.971605,0.07595,-0.002182,7.2178924077016315,Low,False
GDSC2,343,16035355,907295,DMS-53,SIDM00523,SCLC,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-0.74274,0.806242,0.124121,-1.432137,0.4758084127480717,Medium,False
GDSC2,343,16035636,907298,G-402,SIDM00855,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.030329,0.974101,0.051755,0.551944,20.704043099178843,Low,False
GDSC2,343,16035916,907299,G-401,SIDM00856,UNCLASSIFIED,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.021629,0.946292,0.131913,0.021516,7.550614872416215,Low,False
GDSC2,343,16036478,907311,KU812,SIDM00308,LCML,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.208494,0.952875,0.068872,-0.406074,3.3484381056659003,Low,False
GDSC2,343,16036757,907312,KU-19-19,SIDM01033,BLCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,1.990205,0.970329,0.093342,0.004991,7.3170336004589975,Low,False
GDSC2,343,16037040,907313,KS-1,SIDM00555,GBM,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.08579,0.973378,0.059792,0.581108,21.884748966420794,Low,False
GDSC2,343,16037316,907314,KP-N-YN,SIDM00556,NB,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,-3.268547,0.520939,0.14334,-2.76034,0.038061690552908395,High,False
GDSC2,343,16037462,907317,KYSE-150,SIDM01031,ESCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.175684,0.963311,0.129227,0.102526,8.808207876358294,Low,False
GDSC2,343,16037743,907318,KYSE-180,SIDM01030,ESCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,2.490652,0.986691,0.087724,0.268153,12.069142636680866,Low,False
GDSC2,343,16038026,907319,KYSE-270,SIDM01029,ESCA,1909,Venetoclax,BCL2,Apoptosis regulation,1046,Y,0.001001,1.0,3.119089,0.985055,0.026909,0.598619,22.625758185820466,Low,False
